******************************************************************
*** Stations. Format:
*** ID;Name;Opening Time;Closing Time;Stop Delay;Street;Town;PostalCode
******************************************************************
1;S1;00:00;23:59;8;235 E Garvey Ave;Monterey Park;CA 91755-1811
2;S2;00:00;23:59;13;1527 Franklin Avenue;Mineola;NY 11501-4827
3;S3;00:00;23:59;5;1065 N Aviation Blvd;Manhattan Beach;CA 90266-621
4;S4;00:00;23:59;12;6112 Enterprise Rd;Summit;MS 39666-7589
5;S5;00:00;23:59;6;255 Butler Ave;Lancaster;PA 17601-6308
6;S6;00:00;23:59;16;845 Dracut Ln;Schaumburg;IL 60173-5927
7;S7;00:00;23:59;11;3252 N 49th St;Pennsauken;NJ 08109-2120
8;S8;00:00;23:59;6;1565 Franklin Avenue;Mineola;NY 11501-4808
9;S9;00:00;23:59;12;753 Stillwater Ave, Ste 5;Bangor;ME 04401-3633
10;S10;00:00;23:59;12;4626 N Harlem Ave;Harwood Heights;IL 60706-4714
11;S11;00:00;23:59;18;9950 W 116th Pl;Overland Park;KS 66210-3103
12;S12;00:00;23:59;5;18214 Via Calma;Rowland Heights;CA 91748-3350
13;S13;00:00;23:59;18;7870 SE 171st Buchanan Pl;Lady Lake;FL 32162-8313
14;S14;00:00;23:59;8;734 Wampler Dr;Charleston;SC 29412-9157
15;S15;00:00;23:59;14;109 Shartom Dr;Augusta;GA 30907-4712
16;S16;00:00;23:59;8;110 W Arrow Hwy;Upland;CA 91786-5238
17;S17;00:00;23:59;10;1001 E Grant St, Unit F1;Santa Ana;CA 92701-8527
18;S18;00:00;23:59;7;721 Ninth Ave;New York;NY 10019-7256
19;S19;00:00;23:59;11;13 Fraternity Row;Gainesville;FL 32603-2174
20;S20;00:00;23:59;15;17403 Harlan D;Yorba Linda;CA 92886-1876
21;S21;00:00;23:59;15;19870 NW 54th Ave;Miami Gardens;FL 33055-1668
22;S22;00:00;23:59;7;1060 Beam Rd;Denver;PA 17517-9746
23;S23;00:00;23:59;7;1700 McHenry Ave, Ste 23;Modesto;CA 95350-4329
24;S24;00:00;23:59;14;5529 Joshua St;Lansing;MI 48911-3960
25;S25;00:00;23:59;20;19991 Santa Maria Ave;Castro Valley;CA 94546-4262
26;S26;00:00;23:59;20;805 SE Broad St;Metter;GA 30439-3932
27;S27;00:00;23:59;7;21710 Lundy Dr;Farmington Hills;MI 48336-4639
28;S28;00:00;23:59;15;4347 W 176th St;Torrance;CA 90504-3127
29;S29;00:00;23:59;20;218 Ash Ave;Ames;IA 50014-7115
30;S30;00:00;23:59;17;1635 Camile Pl;Santa Ana;CA 92703-4401
31;S31;00:00;23:59;15;109 Fountain Oaks Cir, Apt 63;Sacramento;CA 95831-5147
32;S32;00:00;23:59;6;1600 N Wilmot Rd;Tucson;AZ 85712-4456
33;S33;00:00;23:59;9;304 Shamrock Pl;Richardson;TX 75081-3960
34;S34;00:00;23:59;5;121 Spring Garden Dr;Hutto;TX 78634-4015
35;S35;00:00;23:59;8;8141 S East St;Indianapolis;IN 46227-2725
36;S36;00:00;23:59;15;2138 Nimrick Ln;San Jose;CA 95124-6015
37;S37;00:00;23:59;14;12605 Beach Blvd;Stanton;CA 90680-4007
38;S38;00:00;23:59;9;3621 Sterling Woods Dr;Eugene;OR 97408-7201
39;S39;00:00;23:59;12;1900 68th Ave;Greeley;CO 80634-7967
40;S40;00:00;23:59;13;6131 Monterey Rd, Apt 1;Los Angeles;CA 90042-4328
41;S41;00:00;23:59;9;6218 Mershon St;Philadelphia;PA 19149-3014
42;S42;00:00;23:59;9;155 Mineola Boulevard;Mineola;NY 11501-3920
43;S43;00:00;23:59;10;5012 W 163rd St;Stilwell;KS 66085-8243
44;S44;00:00;23:59;13;16502 Trailway Dr;Macomb;MI 48042-5777
45;S45;00:00;23:59;15;20918 State Highway 59;Noel;MO 64854-8278
46;S46;00:00;23:59;19;2044 22nd St;San Pablo;CA 94806-3539
47;S47;00:00;23:59;5;1272 70th St;Brooklyn;NY 11228-1406
48;S48;00:00;23:59;9;632 State St;White Haven;PA 18661-4028
49;S49;00:00;23:59;18;2111 E Belt Line Rd;Richardson;TX 75081-3900
50;S50;00:00;23:59;20;64711 E County Line Rd;Millersburg;IN 46543-9741
******************************************************************
*** Customers. Format:
*** ID;First Name;Last Name;Street;Town;PostalCode
******************************************************************
828157;George;Mcdowell;1127 Walnut St;McKeesport;PA 15132-4230
828784;Reginald;Lee;7609 Roseland Dr;Urbandale;IA 50322-4162
830749;Samuel;Lee;12542 Rosslare Dr;Houston;TX 77066-3241
831021;Bobbi;Grassi;114 Old Country Road;Mineola;NY 11501-4400
831336;Iakovos;Bagley;3777 S Gessner Rd;Houston;TX 77063-5212
838313;Eduardo;Pawley;941 Dixie Hwy;Rossford;OH 43460-1332
838642;Tabitha ;Neck;410 W 23rd St;Merced;CA 95340-3723
839536;Cyndi;Lee;1823 W 236th St;Torrance;CA 90501-5742
846250;Cornelius;Diment;1522 Chukar Dr;Longmont;CO 80501-8602
846782;Ghislaine;Hymes;6020 Linden Ave;Long Beach;CA 90805-3093
852072;Jude;Clardy;1094 Happy Valley Ave;San Jose;CA 95129-3217
853021;Nestor;Ellen;13624 Livernois Ave;Detroit;MI 48238-2516
859084;Benedict;Abdo;7638 Barnhart Pl;Cupertino;CA 95014-5239
860790;Daysi;Aaron;164 Lightning Trl;Smithfield;NC 27577-7156
863719;Marcelle;Willcutt;244 Summer St;Rehoboth;MA 02769-1114
865129;Jordan;Palmer;831 Marina Village Pkwy;Alameda;CA 94501-1035
868590;Matthew;Grassi;200 Old Country Road;Mineola;NY 11501-4235
869443;Lucy ;Luscombe;281 Turner Rd;McDonough;GA 30252-2875
872109;Janel;Clardy;34462 Eighth Ave SW;Federal Way;WA 98023-8400
876348;Peter;Newcombe;14950 Zelma St, Apt 23;San Leandro;CA 94579-1477
881752;Bevil;Lipe;5590 Farnsley Knob Rd;Elizabeth;IN 47117-9602
887576;Benedict;Andrews;325 Main St;Frankfort;MI 49635-9047
893343;Ninion;Crocker;5405 Sandpiper Ln;Garland;TX 75043-4233
896475;Wombell;Corner;2640 Bowers Ave;Santa Clara;CA 95051-0916
901420;Leisa;Yeo;5302 Texoma Pkwy;Sherman;TX 75090-2112
901846;Johanna;Soper;1500 Osborn St;Burlington;IA 52601-4545
905945;Francisco;Tovar;2245 N Decatur Blvd;Las Vegas;NV 89108-2910
915615;Nestor;Wardell;6910 Melba Ave;Canoga Park;CA 91307-2413
916692;Donnie;Dials;2705 Cambridge St;Norcross;GA 30071-2609
918271;Jordan;Crook;10215 Aqueduct Ave;North Hills;CA 91343-1503
921482;Prudence ;Bulley;610 Cohen Way;Sarasota;FL 34236-4028
929177;Lewis;Steer;1001 E Grant St, Unit G2;Santa Ana;CA 92701-852
930616;Brian;Dunigan;176 Mineola Boulevard;Mineola;NY 11501-2514
935956;Reginald;Bowden;188 Arrowrock Rd;Sacramento;CA 95838-4102
936623;Dimosthenis;Williams;1412 E Ninth St;Brooklyn;NY 11230-6405
937319;Erasmus;Puddicombe;6004 Oldham Dr;McKinney;TX 75070-9579
937665;George;Wadham;4003 233rd St;Little Neck;NY 11363-1544
938400;Iakovos;Western;1240 Bedford Rd;Grosse Pointe Park;MI 48230-1116
942511;Cornelius;Stebbins;200 Rock Ridge Rd;Hazard;KY 41701-9455
943560;Eduardo;Grassi;1523 Brady Creek Ln;Richmond;TX 77469-8264
945499;Mikel;Kawasaki;299 Glenwood Avenue;Bloomfield;NJ 07003-2445
947681;Cyndi;Collins;1076 Hampstead Pl;Augusta;GA 30907-6200
951491;Janise;Chubb;14307 Summer Tree Rd;Centreville;VA 20121-4021
951875;Annita;Clardy;6510 Harrison St;Garden City;MI 48135-2256
952154;Jeremy;Arroyo;531 McNeely Cir;Greer;SC 29651-2584
953661;Shawanda;Daw;308 Eddy St, Apt 206;San Francisco;CA 94102-6619
958265;Susanna ;Pawley;5226 W Hampton Ave;Milwaukee;WI 53218-5016
962527;George;Kendall;216 Glenmore Rd;Chapel Hill;NC 27516-1137
966844;Carola;James;3720 Waterton Leas Ct;Charlotte;NC 28269-1226
967873;Stavros;Richards;524 N Beverly St;Chandler;AZ 85225-6905
982170;Lucy ;Daw;928 E Mariposa St;Altadena;CA 91001-2018
983393;Denton;Wills;1511 E 86th St;Chicago;IL 60619-6518
988570;Miltiadis;Lipe;3284 Cove Way;Marina;CA 93933-2233
993941;Yajaira;Couvillion;3648 SW 13th Ter;Miami;FL 33145-1014
995506;Bevil;Grassi;500 E Sixth St, Apt 2;Prairie City;IA 50228-8608
******************************************************************
*** Trains. Format:
*** ID;Name;Description;Seats;Speed (km/h);Cost Per Km
******************************************************************
1;T1;Passenger, Mail & Cargo;75;150;6
2;T2;Passenger, Mail & Cargo;100;90;41
3;T3;Express Passenger with Dining;175;330;94
4;T4;Passenger, Mail & Cargo;150;220;29
5;T5;Passenger & Cargo;200;180;14
6;T6;Passenger with Dining;175;80;9
7;T7;Passenger & Cargo;75;250;5
8;T8;Passenger & Cargo;150;220;59
9;T9;Passenger & Cargo;75;320;171
10;T10;Passenger with Dining;75;320;43
11;T11;Passenger;100;120;12
12;T12;Passenger & Mail;50;120;84
13;T13;Passenger & Cargo;50;320;192
14;T14;Passenger, Mail & Cargo;50;150;135
15;T15;Passenger with Dining;175;300;26
16;T16;Passenger with Dining;150;180;6
17;T17;Passenger & Mail;125;120;5
18;T18;Passenger & Cargo;150;220;73
19;T19;Passenger & Cargo;150;320;85
20;T20;Passenger;125;150;54
21;T21;Passenger;200;80;6
22;T22;Passenger;175;180;36
23;T23;Passenger;100;180;9
24;T24;Express Passenger & Mail;150;330;33
25;T25;Passenger, Mail & Cargo;100;120;24
26;T26;Passenger, Mail & Cargo;125;180;29
27;T27;Express Passenger, Mail & Carg;200;330;58
28;T28;Passenger & Mail;200;320;72
29;T29;Passenger with Dining;100;320;16
30;T30;Passenger & Cargo;75;250;117
31;T31;Express Passenger with Dining;175;330;28
32;T32;Passenger;200;250;31
33;T33;Passenger;100;120;36
34;T34;Passenger, Mail & Cargo;75;90;3
35;T35;Passenger & Mail;175;150;4
36;T36;Passenger;75;220;15
37;T37;Passenger & Mail;150;250;67
38;T38;Passenger & Mail;175;320;91
39;T39;Passenger, Mail & Cargo;125;220;18
40;T40;Express Passenger & Mail;200;330;83
41;T41;Passenger;150;220;29
42;T42;Passenger with Dining;200;120;6
43;T43;Passenger & Mail;150;150;35
44;T44;Passenger & Mail;150;120;36
45;T45;Passenger;125;80;19
46;T46;Passenger;125;80;6
47;T47;Passenger;100;320;16
48;T48;Passenger;125;120;24
49;T49;Passenger, Mail & Cargo;200;250;19
50;T50;Express Passenger & Cargo;150;330;22
51;T51;Passenger, Mail & Cargo;150;150;2
52;T52;Express Passenger & Mail;150;330;11
53;T53;Passenger, Mail & Cargo;75;320;107
54;T54;Passenger;100;80;24
55;T55;Passenger, Mail & Cargo;125;120;19
56;T56;Passenger;75;320;107
57;T57;Passenger, Mail & Cargo;125;220;53
58;T58;Passenger;100;220;99
59;T59;Passenger & Cargo;50;180;72
60;T60;Passenger & Mail;50;150;105
61;T61;Passenger & Mail;75;320;149
62;T62;Passenger, Mail & Cargo;125;220;53
63;T63;Passenger & Cargo;50;250;75
64;T64;Passenger;150;250;67
65;T65;Passenger & Mail;75;80;21
66;T66;Passenger;125;120;1
67;T67;Passenger & Mail;75;80;43
68;T68;Passenger & Mail;175;300;26
69;T69;Passenger, Mail & Cargo;175;120;7
70;T70;Passenger with Dining;200;180;18
71;T71;Passenger & Mail;200;250;63
72;T72;Passenger;200;180;23
73;T73;Passenger;150;320;21
74;T74;Passenger, Mail & Cargo;100;80;4
75;T75;Passenger & Mail;125;150;36
76;T76;Passenger;75;90;42
77;T77;Passenger, Mail & Cargo;100;250;75
78;T78;Passenger & Mail;175;320;18
79;T79;Passenger with Dining;50;90;81
80;T80;Express Passenger with Dining;50;330;33
81;T81;Passenger & Mail;125;150;42
82;T82;Passenger & Mail;175;300;43
83;T83;Passenger with Dining;75;120;56
84;T84;Passenger with Dining;100;90;23
85;T85;Passenger, Mail & Cargo;50;320;64
86;T86;Express Passenger with Dining;175;330;38
87;T87;Passenger & Cargo;200;150;19
88;T88;Passenger, Mail & Cargo;150;300;6
89;T89;Passenger, Mail & Cargo;150;250;25
90;T90;Passenger & Mail;100;120;6
91;T91;Passenger & Mail;125;250;3
92;T92;Passenger & Cargo;125;150;6
93;T93;Passenger;200;90;11
94;T94;Passenger & Mail;50;300;18
95;T95;Passenger & Cargo;75;150;9
96;T96;Luxary Passenger & Cargo;50;250;25
97;T97;Passenger & Mail;150;180;42
98;T98;Express Passenger with Dining;150;330;77
99;T99;Passenger & Mail;50;150;105
100;T100;Passenger & Cargo;50;320;192
101;T101;Passenger & Mail;125;180;36
102;T102;Passenger & Mail;50;150;6
103;T103;Express Passenger;50;330;99
104;T104;Passenger & Cargo;50;220;44
105;T105;Passenger with Dining;150;150;5
106;T106;Passenger with Dining;200;180;5
107;T107;Passenger with Dining;175;180;31
108;T108;Passenger, Mail & Cargo;75;220;117
109;T109;Passenger & Cargo;125;180;43
110;T110;Passenger, Mail & Cargo;125;120;14
111;T111;Passenger & Cargo;200;120;12
112;T112;Passenger with Dining;150;250;5
113;T113;Express Passenger & Mail;100;330;149
114;T114;Passenger, Mail & Cargo;75;300;2
115;T115;Passenger;125;180;65
116;T116;Express Passenger, Mail & Carg;200;330;33
117;T117;Express Passenger;75;330;11
118;T118;Passenger & Mail;75;80;53
119;T119;Passenger & Mail;50;180;144
120;T120;Passenger & Mail;75;220;59
121;T121;Express Passenger with Dining;50;330;99
122;T122;Express Passenger;125;330;26
123;T123;Passenger & Mail;200;320;4
124;T124;Passenger with Dining;125;300;108
125;T125;Passenger with Dining;75;90;24
126;T126;Passenger with Dining;150;220;51
127;T127;Passenger & Mail;150;320;43
128;T128;Passenger, Mail & Cargo;150;220;73
129;T129;Passenger & Mail;100;80;28
130;T130;Passenger;175;180;51
131;T131;Passenger with Dining;150;90;3
132;T132;Passenger with Dining;125;320;115
133;T133;Express Passenger;150;330;99
134;T134;Passenger;100;80;28
135;T135;Passenger with Dining;200;300;6
136;T136;Passenger & Cargo;125;250;4
137;T137;Express Passenger & Cargo;150;330;11
138;T138;Passenger with Dining;150;250;58
139;T139;Passenger, Mail & Cargo;125;90;22
140;T140;Passenger & Cargo;125;300;72
141;T141;Passenger & Cargo;50;80;4
142;T142;Passenger, Mail & Cargo;175;220;31
143;T143;Luxary Passenger;50;250;25
144;T144;Passenger & Mail;50;120;6
145;T145;Passenger & Mail;100;120;36
146;T146;Passenger with Dining;125;220;53
147;T147;Passenger & Mail;125;220;35
148;T148;Passenger & Mail;200;250;63
149;T149;Passenger & Cargo;200;80;8
150;T150;Passenger, Mail & Cargo;175;220;63
151;T151;Passenger, Mail & Cargo;200;320;48
152;T152;Passenger, Mail & Cargo;125;320;13
153;T153;Passenger, Mail & Cargo;175;320;91
154;T154;Passenger;150;150;15
155;T155;Passenger;75;150;6
156;T156;Passenger, Mail & Cargo;200;220;11
157;T157;Passenger & Cargo;200;90;14
158;T158;Express Passenger & Cargo;200;330;33
159;T159;Passenger with Dining;200;300;53
160;T160;Passenger;50;80;64
161;T161;Passenger, Mail & Cargo;150;80;11
162;T162;Passenger & Mail;175;150;21
163;T163;Luxary Passenger with Dining;50;300;24
164;T164;Passenger & Cargo;125;180;22
165;T165;Passenger & Cargo;50;180;126
166;T166;Passenger & Cargo;175;250;64
167;T167;Passenger & Cargo;150;90;3
168;T168;Passenger & Cargo;150;180;12
169;T169;Express Passenger, Mail & Carg;175;330;47
170;T170;Passenger;50;180;144
171;T171;Passenger with Dining;75;80;5
172;T172;Passenger & Cargo;100;220;66
173;T173;Passenger & Cargo;100;90;18
174;T174;Passenger & Mail;175;90;23
175;T175;Passenger;200;90;5
176;T176;Passenger;100;320;96
177;T177;Passenger;200;80;14
178;T178;Passenger, Mail & Cargo;50;80;8
179;T179;Express Passenger & Mail;175;330;19
180;T180;Passenger & Mail;125;180;58
181;T181;Passenger & Mail;100;320;128
182;T182;Passenger & Cargo;200;250;25
183;T183;Express Passenger with Dining;175;330;75
184;T184;Passenger & Mail;150;150;1
185;T185;Passenger;75;320;21
186;T186;Passenger & Cargo;175;220;38
187;T187;Passenger;125;320;64
188;T188;Passenger & Mail;200;320;8
189;T189;Passenger & Mail;100;150;68
190;T190;Passenger & Cargo;75;150;1
191;T191;Passenger with Dining;125;80;13
192;T192;Passenger, Mail & Cargo;175;220;6
193;T193;Passenger, Mail & Cargo;175;300;69
194;T194;Passenger, Mail & Cargo;100;180;54
195;T195;Passenger with Dining;50;120;24
196;T196;Passenger, Mail & Cargo;125;80;19
197;T197;Passenger & Cargo;100;90;9
198;T198;Passenger & Cargo;50;320;96
199;T199;Passenger, Mail & Cargo;100;220;33
200;T200;Passenger & Cargo;100;300;45
201;T201;Passenger, Mail & Cargo;50;80;72
202;T202;Passenger & Mail;75;320;128
203;T203;Passenger with Dining;50;90;27
204;T204;Passenger with Dining;100;220;33
205;T205;Express Passenger, Mail & Carg;75;330;154
206;T206;Express Passenger & Mail;125;330;132
207;T207;Passenger & Mail;200;180;32
208;T208;Passenger;75;320;171
209;T209;Passenger & Mail;150;220;44
210;T210;Passenger, Mail & Cargo;125;300;12
211;T211;Passenger;125;320;38
212;T212;Passenger;150;150;4
213;T213;Passenger, Mail & Cargo;200;320;64
214;T214;Passenger & Cargo;150;150;25
215;T215;Passenger, Mail & Cargo;75;90;3
216;T216;Passenger, Mail & Cargo;75;90;6
217;T217;Passenger with Dining;75;300;2
218;T218;Passenger, Mail & Cargo;125;300;108
219;T219;Passenger;75;180;96
220;T220;Passenger, Mail & Cargo;75;180;96
221;T221;Passenger & Mail;125;80;26
222;T222;Passenger;100;150;23
223;T223;Passenger & Cargo;200;320;56
224;T224;Express Passenger & Cargo;75;330;198
225;T225;Passenger with Dining;175;150;13
226;T226;Passenger;175;300;51
227;T227;Passenger, Mail & Cargo;75;250;5
228;T228;Express Passenger & Cargo;150;330;44
229;T229;Passenger;100;80;8
230;T230;Passenger, Mail & Cargo;150;320;85
231;T231;Passenger & Cargo;100;80;28
232;T232;Passenger & Mail;175;220;44
233;T233;Passenger & Mail;150;90;15
234;T234;Passenger & Cargo;50;320;16
235;T235;Passenger;150;250;33
236;T236;Passenger & Mail;75;180;84
237;T237;Passenger;125;180;65
238;T238;Passenger with Dining;75;180;108
239;T239;Passenger with Dining;175;220;44
240;T240;Express Passenger, Mail & Carg;175;330;85
241;T241;Passenger with Dining;175;250;71
242;T242;Passenger & Mail;150;150;1
243;T243;Passenger with Dining;100;180;54
244;T244;Passenger & Cargo;175;300;6
245;T245;Passenger;150;180;54
246;T246;Passenger, Mail & Cargo;125;220;88
247;T247;Passenger;75;220;44
248;T248;Passenger & Mail;200;120;12
249;T249;Passenger;75;250;83
250;T250;Passenger with Dining;175;80;23
251;T251;Passenger with Dining;175;250;57
252;T252;Passenger, Mail & Cargo;200;80;14
253;T253;Express Passenger;175;330;38
254;T254;Passenger & Mail;100;150;68
255;T255;Passenger;50;300;12
256;T256;Passenger & Mail;75;80;53
257;T257;Passenger & Mail;175;90;13
258;T258;Passenger with Dining;150;180;6
259;T259;Passenger with Dining;200;220;28
260;T260;Passenger, Mail & Cargo;200;300;75
261;T261;Express Passenger & Cargo;200;330;66
262;T262;Passenger, Mail & Cargo;75;150;1
263;T263;Passenger with Dining;50;90;45
264;T264;Passenger & Mail;50;150;105
265;T265;Express Passenger;175;330;94
266;T266;Passenger, Mail & Cargo;200;80;2
267;T267;Passenger & Mail;50;220;88
268;T268;Passenger & Mail;175;80;18
269;T269;Passenger & Mail;175;90;3
270;T270;Passenger & Cargo;125;90;32
271;T271;Passenger & Cargo;50;320;32
272;T272;Passenger;75;180;12
273;T273;Passenger & Cargo;200;250;31
274;T274;Passenger & Mail;100;250;25
275;T275;Passenger & Mail;75;80;27
276;T276;Express Passenger;175;330;47
277;T277;Passenger & Mail;150;120;16
278;T278;Passenger, Mail & Cargo;200;120;24
279;T279;Passenger, Mail & Cargo;175;120;1
280;T280;Passenger with Dining;75;150;3
281;T281;Passenger, Mail & Cargo;50;90;36
282;T282;Express Passenger, Mail & Carg;150;330;88
283;T283;Express Luxary Passenger with ;50;330;297
284;T284;Passenger;75;150;7
285;T285;Passenger;200;300;38
286;T286;Express Passenger;125;330;119
287;T287;Passenger & Cargo;100;250;113
288;T288;Passenger;175;120;27
289;T289;Passenger;175;300;6
290;T290;Passenger, Mail & Cargo;175;180;21
291;T291;Passenger;75;300;12
292;T292;Passenger with Dining;200;320;24
293;T293;Passenger, Mail & Cargo;50;90;36
294;T294;Passenger & Mail;150;120;36
295;T295;Passenger;125;220;79
296;T296;Express Passenger, Mail & Carg;175;330;19
297;T297;Passenger with Dining;200;320;48
298;T298;Passenger & Cargo;100;300;15
299;T299;Passenger with Dining;50;250;175
300;T300;Passenger & Cargo;175;150;4
301;T301;Passenger;200;80;14
302;T302;Passenger with Dining;50;80;48
303;T303;Express Passenger & Mail;150;330;33
304;T304;Passenger;175;300;77
305;T305;Passenger with Dining;150;90;3
306;T306;Passenger;150;90;9
307;T307;Passenger with Dining;100;250;13
308;T308;Passenger & Mail;175;320;46
309;T309;Passenger with Dining;200;150;3
310;T310;Passenger, Mail & Cargo;100;300;75
311;T311;Passenger & Cargo;175;220;63
312;T312;Passenger with Dining;100;150;3
313;T313;Passenger & Mail;150;150;3
314;T314;Passenger, Mail & Cargo;150;80;3
315;T315;Passenger;150;120;8
316;T316;Passenger & Cargo;125;150;3
317;T317;Passenger & Mail;125;300;36
318;T318;Passenger & Mail;125;90;18
319;T319;Passenger;150;220;66
320;T320;Passenger, Mail & Cargo;150;150;5
321;T321;Passenger, Mail & Cargo;175;300;34
322;T322;Passenger & Cargo;150;120;4
323;T323;Passenger, Mail & Cargo;200;220;11
324;T324;Passenger, Mail & Cargo;50;150;75
325;T325;Passenger;200;180;23
326;T326;Passenger & Cargo;50;150;75
327;T327;Passenger & Cargo;200;150;19
328;T328;Passenger & Mail;175;120;14
329;T329;Express Passenger;150;330;11
330;T330;Passenger & Mail;75;150;9
331;T331;Passenger, Mail & Cargo;100;320;64
332;T332;Passenger with Dining;50;90;9
333;T333;Passenger & Mail;50;80;24
334;T334;Passenger with Dining;100;220;11
335;T335;Passenger with Dining;175;90;13
336;T336;Passenger & Mail;50;90;9
337;T337;Passenger;100;90;18
338;T338;Passenger & Cargo;100;120;6
339;T339;Passenger with Dining;200;220;28
340;T340;Express Passenger & Mail;125;330;132
341;T341;Passenger with Dining;75;300;2
342;T342;Express Passenger;200;330;17
343;T343;Passenger & Cargo;100;80;36
344;T344;Passenger, Mail & Cargo;100;180;27
345;T345;Passenger & Mail;150;120;28
346;T346;Passenger;175;250;29
347;T347;Passenger & Mail;175;120;27
348;T348;Express Passenger & Cargo;200;330;5
349;T349;Passenger & Mail;150;300;7
350;T350;Express Passenger;150;330;11
******************************************************************
*** Railroad lines. Format:
*** Line_ID Speed_Limit <Station list> <Distance from previous line station list>
******************************************************************
Line ID: 1 Speed Limit: 100 Stations: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15 Distances: 0, 94, 22, 70, 71, 81, 35, 96, 32, 21, 33, 75, 10, 28, 21
Line ID: 2 Speed Limit: 200 Stations: 16, 17, 18, 4, 19, 20, 21, 22, 23, 24 Distances: 0, 76, 43, 47, 16, 80, 19, 24, 84, 100
Line ID: 3 Speed Limit: 150 Stations: 25, 26, 27, 8, 28, 29, 21, 30, 31, 32, 33, 34 Distances: 0, 85, 90, 53, 89, 39, 66, 87, 11, 36, 49, 72
Line ID: 4 Speed Limit: 90 Stations: 35, 36, 37, 38, 11, 39, 40, 21, 41, 42 Distances: 0, 29, 42, 57, 11, 18, 13, 11, 65, 30
Line ID: 5 Speed Limit: 500 Stations: 43, 44, 45, 46, 47, 48, 49, 50 Distances: 0, 28, 85, 44, 21, 68, 97, 41
******************************************************************
*** Routes. Format:
*** Route_ID <Station list> <Stop list>
******************************************************************
Route: 22 Stations: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 38, 37, 36, 39, 40, 21, 20 Stops: 1, 2, 6, 7, 9, 11, 37, 40, 20
Route: 36 Stations: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 41, 27 Stops: 1, 3, 6, 7, 10, 39, 40, 21, 27
Route: 42 Stations: 1, 2, 3, 4, 5, 6, 7, 8, 27, 26, 28, 29, 21, 20 Stops: 1, 3, 6, 27, 26, 28, 29, 21, 20
Route: 50 Stations: 1, 2, 3, 4, 5, 6, 7, 8, 28, 29, 21, 22, 23, 30, 31, 32, 33 Stops: 1, 2, 4, 5, 6, 7, 8, 28, 29, 22, 33
Route: 85 Stations: 1, 2, 3, 4, 19, 20, 21, 29, 28, 8, 7, 6, 9, 10, 11, 12 Stops: 1, 2, 3, 29, 28, 8, 6, 9, 11, 12
Route: 91 Stations: 1, 2, 3, 4, 19, 20, 21, 29, 28, 8, 9, 10, 11, 12, 13, 14, 38, 37, 36 Stops: 1, 2, 19, 20, 29, 8, 9, 14, 37, 36
Route: 92 Stations: 1, 2, 3, 4, 19, 20, 21, 29, 28, 8, 9, 10, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 1, 4, 19, 20, 29, 8, 10, 36, 35
Route: 105 Stations: 1, 2, 3, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11 Stops: 1, 2, 21, 31, 32, 11
Route: 114 Stations: 1, 2, 3, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 7, 6, 27, 26, 25 Stops: 1, 2, 39, 10, 9, 27, 25
Route: 124 Stations: 1, 2, 3, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 1, 3, 20, 39, 12, 13, 37, 36, 35
Route: 132 Stations: 2, 3, 4, 5, 6, 7 Stops: 2, 4, 5, 6, 7
Route: 134 Stations: 2, 3, 4, 5, 6, 7, 8, 9 Stops: 2, 3, 5, 7, 8, 9
Route: 135 Stations: 2, 3, 4, 5, 6, 7, 8, 9, 10 Stops: 2, 5, 6, 10
Route: 139 Stations: 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 Stops: 2, 5, 6, 8, 9, 13, 14
Route: 155 Stations: 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 29, 30 Stops: 2, 3, 5, 7, 10, 11, 40, 29, 30
Route: 157 Stations: 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 29, 30, 31, 32 Stops: 2, 3, 4, 5, 7, 10, 11, 39, 21, 30, 32
Route: 158 Stations: 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 29, 30, 31, 32, 33 Stops: 2, 3, 4, 5, 7, 8, 9, 11, 29, 30, 31, 32, 33
Route: 167 Stations: 2, 3, 4, 5, 6, 7, 8, 27, 26, 28, 29, 21 Stops: 2, 5, 6, 7, 8, 27, 21
Route: 171 Stations: 2, 3, 4, 5, 6, 7, 8, 28, 29, 21, 20, 22, 23 Stops: 2, 3, 4, 29, 20, 22, 23
Route: 178 Stations: 2, 3, 4, 5, 6, 7, 8, 28, 29, 21, 30, 31, 32, 33, 40 Stops: 2, 4, 6, 21, 30, 32, 33, 40
Route: 206 Stations: 2, 3, 4, 19, 20, 21, 22, 23, 29, 28, 8, 7, 6 Stops: 2, 22, 28, 7, 6
Route: 208 Stations: 2, 3, 4, 19, 20, 21, 29, 28, 8, 7, 6, 9 Stops: 2, 3, 21, 29, 28, 8, 7, 9
